ID,NonBurned,Burned,Harvested,%NonBurned,%Burned,%Harvested
697,388,0,12,0.970,0.000,0.030
698,360,28,12,0.900,0.070,0.030
699,362,26,12,0.905,0.065,0.030
700,388,0,12,0.970,0.000,0.030
701,371,17,12,0.927,0.043,0.030
702,336,52,12,0.840,0.130,0.030
703,352,36,12,0.880,0.090,0.030
704,343,45,12,0.858,0.113,0.030
705,330,58,12,0.825,0.145,0.030
706,352,36,12,0.880,0.090,0.030
707,308,80,12,0.770,0.200,0.030
708,349,39,12,0.873,0.098,0.030
709,362,26,12,0.905,0.065,0.030
710,349,39,12,0.873,0.098,0.030
711,345,43,12,0.863,0.107,0.030
712,388,0,12,0.970,0.000,0.030
713,323,65,12,0.807,0.163,0.030
714,305,83,12,0.762,0.207,0.030
715,351,37,12,0.877,0.092,0.030
716,388,0,12,0.970,0.000,0.030
717,363,25,12,0.907,0.062,0.030
718,309,79,12,0.772,0.198,0.030
719,355,33,12,0.887,0.083,0.030
720,334,54,12,0.835,0.135,0.030
721,388,0,12,0.970,0.000,0.030
722,388,0,12,0.970,0.000,0.030
723,371,17,12,0.927,0.043,0.030
724,323,65,12,0.807,0.163,0.030
725,336,52,12,0.840,0.130,0.030
726,366,22,12,0.915,0.055,0.030
727,388,0,12,0.970,0.000,0.030
728,360,28,12,0.900,0.070,0.030
729,358,30,12,0.895,0.075,0.030
730,318,70,12,0.795,0.175,0.030
731,328,60,12,0.820,0.150,0.030
732,351,37,12,0.877,0.092,0.030
733,346,42,12,0.865,0.105,0.030
734,338,50,12,0.845,0.125,0.030
735,388,0,12,0.970,0.000,0.030
736,280,108,12,0.700,0.270,0.030
737,290,98,12,0.725,0.245,0.030
738,321,67,12,0.802,0.168,0.030
739,286,102,12,0.715,0.255,0.030
740,359,29,12,0.897,0.072,0.030
741,303,85,12,0.757,0.212,0.030
742,343,45,12,0.858,0.113,0.030
743,304,84,12,0.760,0.210,0.030
744,319,69,12,0.797,0.172,0.030
745,337,51,12,0.843,0.128,0.030
746,308,80,12,0.770,0.200,0.030
747,316,72,12,0.790,0.180,0.030
748,323,65,12,0.807,0.163,0.030
749,338,50,12,0.845,0.125,0.030
750,316,72,12,0.790,0.180,0.030
751,313,75,12,0.782,0.188,0.030
752,338,50,12,0.845,0.125,0.030
753,336,52,12,0.840,0.130,0.030
754,388,0,12,0.970,0.000,0.030
755,307,81,12,0.767,0.203,0.030
756,349,39,12,0.873,0.098,0.030
757,362,26,12,0.905,0.065,0.030
758,388,0,12,0.970,0.000,0.030
759,335,53,12,0.838,0.133,0.030
760,328,60,12,0.820,0.150,0.030
761,388,0,12,0.970,0.000,0.030
762,370,18,12,0.925,0.045,0.030
763,321,67,12,0.802,0.168,0.030
764,352,36,12,0.880,0.090,0.030
765,273,115,12,0.682,0.287,0.030
766,342,46,12,0.855,0.115,0.030
767,388,0,12,0.970,0.000,0.030
768,358,30,12,0.895,0.075,0.030
769,340,48,12,0.850,0.120,0.030
770,355,33,12,0.887,0.083,0.030
771,352,36,12,0.880,0.090,0.030
772,326,62,12,0.815,0.155,0.030
773,388,0,12,0.970,0.000,0.030
774,356,32,12,0.890,0.080,0.030
775,375,13,12,0.938,0.033,0.030
776,376,12,12,0.940,0.030,0.030
777,314,74,12,0.785,0.185,0.030
778,311,77,12,0.777,0.193,0.030
779,388,0,12,0.970,0.000,0.030
780,304,84,12,0.760,0.210,0.030
781,388,0,12,0.970,0.000,0.030
782,388,0,12,0.970,0.000,0.030
783,322,66,12,0.805,0.165,0.030
784,333,55,12,0.833,0.138,0.030
785,346,42,12,0.865,0.105,0.030
786,367,21,12,0.917,0.052,0.030
787,364,24,12,0.910,0.060,0.030
788,344,44,12,0.860,0.110,0.030
789,308,80,12,0.770,0.200,0.030
790,328,60,12,0.820,0.150,0.030
791,350,38,12,0.875,0.095,0.030
792,388,0,12,0.970,0.000,0.030
793,374,14,12,0.935,0.035,0.030
794,388,0,12,0.970,0.000,0.030
795,333,55,12,0.833,0.138,0.030
796,388,0,12,0.970,0.000,0.030
797,297,91,12,0.743,0.228,0.030
798,356,32,12,0.890,0.080,0.030
799,345,43,12,0.863,0.107,0.030
800,337,51,12,0.843,0.128,0.030
801,346,42,12,0.865,0.105,0.030
802,312,76,12,0.780,0.190,0.030
803,294,94,12,0.735,0.235,0.030
804,378,10,12,0.945,0.025,0.030
805,355,33,12,0.887,0.083,0.030
806,388,0,12,0.970,0.000,0.030
807,366,22,12,0.915,0.055,0.030
808,301,87,12,0.752,0.217,0.030
809,314,74,12,0.785,0.185,0.030
810,347,41,12,0.868,0.102,0.030
811,301,87,12,0.752,0.217,0.030
812,388,0,12,0.970,0.000,0.030
813,378,10,12,0.945,0.025,0.030
814,288,100,12,0.720,0.250,0.030
815,337,51,12,0.843,0.128,0.030
816,328,60,12,0.820,0.150,0.030
817,358,30,12,0.895,0.075,0.030
818,338,50,12,0.845,0.125,0.030
819,358,30,12,0.895,0.075,0.030
820,349,39,12,0.873,0.098,0.030
821,315,73,12,0.787,0.182,0.030
822,353,35,12,0.882,0.087,0.030
823,301,87,12,0.752,0.217,0.030
824,337,51,12,0.843,0.128,0.030
825,388,0,12,0.970,0.000,0.030
826,369,19,12,0.922,0.048,0.030
827,343,45,12,0.858,0.113,0.030
828,347,41,12,0.868,0.102,0.030
829,388,0,12,0.970,0.000,0.030
830,375,13,12,0.938,0.033,0.030
831,291,97,12,0.728,0.242,0.030
832,318,70,12,0.795,0.175,0.030
833,343,45,12,0.858,0.113,0.030
834,338,50,12,0.845,0.125,0.030
835,388,0,12,0.970,0.000,0.030
836,352,36,12,0.880,0.090,0.030
837,354,34,12,0.885,0.085,0.030
838,318,70,12,0.795,0.175,0.030
839,332,56,12,0.830,0.140,0.030
840,388,0,12,0.970,0.000,0.030
841,279,109,12,0.698,0.273,0.030
842,348,40,12,0.870,0.100,0.030
843,319,69,12,0.797,0.172,0.030
844,388,0,12,0.970,0.000,0.030
845,276,112,12,0.690,0.280,0.030
846,356,32,12,0.890,0.080,0.030
847,388,0,12,0.970,0.000,0.030
848,366,22,12,0.915,0.055,0.030
849,344,44,12,0.860,0.110,0.030
850,332,56,12,0.830,0.140,0.030
851,346,42,12,0.865,0.105,0.030
852,299,89,12,0.748,0.223,0.030
853,342,46,12,0.855,0.115,0.030
854,316,72,12,0.790,0.180,0.030
855,388,0,12,0.970,0.000,0.030
856,363,25,12,0.907,0.062,0.030
857,346,42,12,0.865,0.105,0.030
858,289,99,12,0.723,0.247,0.030
859,301,87,12,0.752,0.217,0.030
860,343,45,12,0.858,0.113,0.030
861,334,54,12,0.835,0.135,0.030
862,353,35,12,0.882,0.087,0.030
863,309,79,12,0.772,0.198,0.030
864,352,36,12,0.880,0.090,0.030
865,358,30,12,0.895,0.075,0.030
866,356,32,12,0.890,0.080,0.030
867,345,43,12,0.863,0.107,0.030
868,353,35,12,0.882,0.087,0.030
869,346,42,12,0.865,0.105,0.030
870,325,63,12,0.812,0.158,0.030
871,330,58,12,0.825,0.145,0.030
872,388,0,12,0.970,0.000,0.030
873,388,0,12,0.970,0.000,0.030
874,388,0,12,0.970,0.000,0.030
875,361,27,12,0.902,0.068,0.030
876,350,38,12,0.875,0.095,0.030
877,388,0,12,0.970,0.000,0.030
878,352,36,12,0.880,0.090,0.030
879,339,49,12,0.848,0.122,0.030
880,298,90,12,0.745,0.225,0.030
881,330,58,12,0.825,0.145,0.030
882,350,38,12,0.875,0.095,0.030
883,349,39,12,0.873,0.098,0.030
884,329,59,12,0.823,0.147,0.030
885,335,53,12,0.838,0.133,0.030
886,315,73,12,0.787,0.182,0.030
887,362,26,12,0.905,0.065,0.030
888,312,76,12,0.780,0.190,0.030
889,312,76,12,0.780,0.190,0.030
890,360,28,12,0.900,0.070,0.030
891,337,51,12,0.843,0.128,0.030
892,355,33,12,0.887,0.083,0.030
893,353,35,12,0.882,0.087,0.030
894,346,42,12,0.865,0.105,0.030
895,337,51,12,0.843,0.128,0.030
896,347,41,12,0.868,0.102,0.030
897,326,62,12,0.815,0.155,0.030
898,327,61,12,0.818,0.152,0.030
899,336,52,12,0.840,0.130,0.030
900,348,40,12,0.870,0.100,0.030
901,326,62,12,0.815,0.155,0.030
902,323,65,12,0.807,0.163,0.030
903,351,37,12,0.877,0.092,0.030
904,388,0,12,0.970,0.000,0.030
905,302,86,12,0.755,0.215,0.030
906,350,38,12,0.875,0.095,0.030
907,312,76,12,0.780,0.190,0.030
908,344,44,12,0.860,0.110,0.030
909,304,84,12,0.760,0.210,0.030
910,265,123,12,0.662,0.307,0.030
911,356,32,12,0.890,0.080,0.030
912,388,0,12,0.970,0.000,0.030
913,374,14,12,0.935,0.035,0.030
914,348,40,12,0.870,0.100,0.030
915,311,77,12,0.777,0.193,0.030
916,331,57,12,0.828,0.142,0.030
917,311,77,12,0.777,0.193,0.030
918,339,49,12,0.848,0.122,0.030
919,388,0,12,0.970,0.000,0.030
920,388,0,12,0.970,0.000,0.030
921,340,48,12,0.850,0.120,0.030
922,371,17,12,0.927,0.043,0.030
923,305,83,12,0.762,0.207,0.030
924,335,53,12,0.838,0.133,0.030
925,335,53,12,0.838,0.133,0.030
926,350,38,12,0.875,0.095,0.030
927,388,0,12,0.970,0.000,0.030
928,361,27,12,0.902,0.068,0.030
929,362,26,12,0.905,0.065,0.030
930,342,46,12,0.855,0.115,0.030
931,362,26,12,0.905,0.065,0.030
932,374,14,12,0.935,0.035,0.030
933,355,33,12,0.887,0.083,0.030
934,316,72,12,0.790,0.180,0.030
935,340,48,12,0.850,0.120,0.030
936,359,29,12,0.897,0.072,0.030
937,340,48,12,0.850,0.120,0.030
938,337,51,12,0.843,0.128,0.030
939,314,74,12,0.785,0.185,0.030
940,335,53,12,0.838,0.133,0.030
941,323,65,12,0.807,0.163,0.030
942,327,61,12,0.818,0.152,0.030
943,359,29,12,0.897,0.072,0.030
944,324,64,12,0.810,0.160,0.030
945,326,62,12,0.815,0.155,0.030
946,353,35,12,0.882,0.087,0.030
947,290,98,12,0.725,0.245,0.030
948,388,0,12,0.970,0.000,0.030
949,388,0,12,0.970,0.000,0.030
950,315,73,12,0.787,0.182,0.030
951,343,45,12,0.858,0.113,0.030
952,286,102,12,0.715,0.255,0.030
953,388,0,12,0.970,0.000,0.030
954,358,30,12,0.895,0.075,0.030
955,388,0,12,0.970,0.000,0.030
956,317,71,12,0.792,0.177,0.030
957,333,55,12,0.833,0.138,0.030
958,377,11,12,0.943,0.028,0.030
959,355,33,12,0.887,0.083,0.030
960,344,44,12,0.860,0.110,0.030
961,388,0,12,0.970,0.000,0.030
962,388,0,12,0.970,0.000,0.030
963,388,0,12,0.970,0.000,0.030
964,388,0,12,0.970,0.000,0.030
965,378,10,12,0.945,0.025,0.030
966,388,0,12,0.970,0.000,0.030
967,357,31,12,0.892,0.077,0.030
968,369,19,12,0.922,0.048,0.030
969,328,60,12,0.820,0.150,0.030
970,352,36,12,0.880,0.090,0.030
971,363,25,12,0.907,0.062,0.030
972,358,30,12,0.895,0.075,0.030
973,328,60,12,0.820,0.150,0.030
974,315,73,12,0.787,0.182,0.030
975,333,55,12,0.833,0.138,0.030
976,325,63,12,0.812,0.158,0.030
977,316,72,12,0.790,0.180,0.030
978,323,65,12,0.807,0.163,0.030
979,338,50,12,0.845,0.125,0.030
980,388,0,12,0.970,0.000,0.030
981,333,55,12,0.833,0.138,0.030
982,338,50,12,0.845,0.125,0.030
983,336,52,12,0.840,0.130,0.030
984,300,88,12,0.750,0.220,0.030
985,388,0,12,0.970,0.000,0.030
986,355,33,12,0.887,0.083,0.030
987,355,33,12,0.887,0.083,0.030
988,313,75,12,0.782,0.188,0.030
989,388,0,12,0.970,0.000,0.030
990,307,81,12,0.767,0.203,0.030
991,353,35,12,0.882,0.087,0.030
992,341,47,12,0.853,0.117,0.030
993,314,74,12,0.785,0.185,0.030
994,327,61,12,0.818,0.152,0.030
995,388,0,12,0.970,0.000,0.030
996,366,22,12,0.915,0.055,0.030
997,344,44,12,0.860,0.110,0.030
998,323,65,12,0.807,0.163,0.030
999,337,51,12,0.843,0.128,0.030
1000,366,22,12,0.915,0.055,0.030
1001,324,64,12,0.810,0.160,0.030
1002,344,44,12,0.860,0.110,0.030
1003,355,33,12,0.887,0.083,0.030
1004,388,0,12,0.970,0.000,0.030
1005,333,55,12,0.833,0.138,0.030
1006,345,43,12,0.863,0.107,0.030
1007,388,0,12,0.970,0.000,0.030
1008,355,33,12,0.887,0.083,0.030
1009,346,42,12,0.865,0.105,0.030
1010,342,46,12,0.855,0.115,0.030
1011,302,86,12,0.755,0.215,0.030
1012,311,77,12,0.777,0.193,0.030
1013,388,0,12,0.970,0.000,0.030
1014,388,0,12,0.970,0.000,0.030
1015,371,17,12,0.927,0.043,0.030
1016,388,0,12,0.970,0.000,0.030
1017,333,55,12,0.833,0.138,0.030
1018,316,72,12,0.790,0.180,0.030
1019,352,36,12,0.880,0.090,0.030
1020,326,62,12,0.815,0.155,0.030
1021,344,44,12,0.860,0.110,0.030
1022,346,42,12,0.865,0.105,0.030
1023,354,34,12,0.885,0.085,0.030
1024,347,41,12,0.868,0.102,0.030
1025,290,98,12,0.725,0.245,0.030
1026,339,49,12,0.848,0.122,0.030
1027,372,16,12,0.930,0.040,0.030
1028,312,76,12,0.780,0.190,0.030
1029,388,0,12,0.970,0.000,0.030
1030,306,82,12,0.765,0.205,0.030
1031,388,0,12,0.970,0.000,0.030
1032,358,30,12,0.895,0.075,0.030
1033,332,56,12,0.830,0.140,0.030
1034,363,25,12,0.907,0.062,0.030
1035,302,86,12,0.755,0.215,0.030
1036,388,0,12,0.970,0.000,0.030
1037,309,79,12,0.772,0.198,0.030
1038,308,80,12,0.770,0.200,0.030
1039,388,0,12,0.970,0.000,0.030
1040,359,29,12,0.897,0.072,0.030
1041,368,20,12,0.920,0.050,0.030
1042,321,67,12,0.802,0.168,0.030
1043,366,22,12,0.915,0.055,0.030
1044,388,0,12,0.970,0.000,0.030
1045,369,19,12,0.922,0.048,0.030
1046,300,88,12,0.750,0.220,0.030
1047,337,51,12,0.843,0.128,0.030
1048,348,40,12,0.870,0.100,0.030
1049,307,81,12,0.767,0.203,0.030
1050,349,39,12,0.873,0.098,0.030
1051,388,0,12,0.970,0.000,0.030
1052,306,82,12,0.765,0.205,0.030
1053,355,33,12,0.887,0.083,0.030
1054,339,49,12,0.848,0.122,0.030
1055,388,0,12,0.970,0.000,0.030
1056,369,19,12,0.922,0.048,0.030
1057,341,47,12,0.853,0.117,0.030
1058,372,16,12,0.930,0.040,0.030
1059,316,72,12,0.790,0.180,0.030
1060,316,72,12,0.790,0.180,0.030
1061,388,0,12,0.970,0.000,0.030
1062,368,20,12,0.920,0.050,0.030
1063,388,0,12,0.970,0.000,0.030
1064,367,21,12,0.917,0.052,0.030
1065,388,0,12,0.970,0.000,0.030
1066,320,68,12,0.800,0.170,0.030
1067,345,43,12,0.863,0.107,0.030
1068,321,67,12,0.802,0.168,0.030
1069,339,49,12,0.848,0.122,0.030
1070,341,47,12,0.853,0.117,0.030
1071,388,0,12,0.970,0.000,0.030
1072,357,31,12,0.892,0.077,0.030
1073,363,25,12,0.907,0.062,0.030
1074,347,41,12,0.868,0.102,0.030
1075,345,43,12,0.863,0.107,0.030
1076,313,75,12,0.782,0.188,0.030
1077,324,64,12,0.810,0.160,0.030
1078,319,69,12,0.797,0.172,0.030
1079,311,77,12,0.777,0.193,0.030
1080,341,47,12,0.853,0.117,0.030
1081,303,85,12,0.757,0.212,0.030
1082,322,66,12,0.805,0.165,0.030
1083,300,88,12,0.750,0.220,0.030
1084,358,30,12,0.895,0.075,0.030
1085,388,0,12,0.970,0.000,0.030
1086,305,83,12,0.762,0.207,0.030
1087,319,69,12,0.797,0.172,0.030
1088,369,19,12,0.922,0.048,0.030
1089,371,17,12,0.927,0.043,0.030
1090,296,92,12,0.740,0.230,0.030
1091,333,55,12,0.833,0.138,0.030
1092,314,74,12,0.785,0.185,0.030
1093,318,70,12,0.795,0.175,0.030
1094,330,58,12,0.825,0.145,0.030
1095,318,70,12,0.795,0.175,0.030
1096,320,68,12,0.800,0.170,0.030
1097,365,23,12,0.912,0.058,0.030
1098,311,77,12,0.777,0.193,0.030
1099,341,47,12,0.853,0.117,0.030
1100,349,39,12,0.873,0.098,0.030
1101,321,67,12,0.802,0.168,0.030
1102,301,87,12,0.752,0.217,0.030
1103,388,0,12,0.970,0.000,0.030
1104,363,25,12,0.907,0.062,0.030
1105,377,11,12,0.943,0.028,0.030
1106,357,31,12,0.892,0.077,0.030
1107,388,0,12,0.970,0.000,0.030
1108,310,78,12,0.775,0.195,0.030
1109,360,28,12,0.900,0.070,0.030
1110,317,71,12,0.792,0.177,0.030
1111,388,0,12,0.970,0.000,0.030
1112,322,66,12,0.805,0.165,0.030
1113,318,70,12,0.795,0.175,0.030
1114,370,18,12,0.925,0.045,0.030
1115,337,51,12,0.843,0.128,0.030
1116,289,99,12,0.723,0.247,0.030
1117,331,57,12,0.828,0.142,0.030
1118,348,40,12,0.870,0.100,0.030
1119,361,27,12,0.902,0.068,0.030
1120,348,40,12,0.870,0.100,0.030
1121,306,82,12,0.765,0.205,0.030
1122,351,37,12,0.877,0.092,0.030
1123,303,85,12,0.757,0.212,0.030
1124,340,48,12,0.850,0.120,0.030
1125,312,76,12,0.780,0.190,0.030
1126,319,69,12,0.797,0.172,0.030
1127,346,42,12,0.865,0.105,0.030
1128,329,59,12,0.823,0.147,0.030
1129,346,42,12,0.865,0.105,0.030
1130,388,0,12,0.970,0.000,0.030
1131,388,0,12,0.970,0.000,0.030
1132,362,26,12,0.905,0.065,0.030
1133,369,19,12,0.922,0.048,0.030
1134,333,55,12,0.833,0.138,0.030
1135,388,0,12,0.970,0.000,0.030
1136,287,101,12,0.718,0.253,0.030
1137,314,74,12,0.785,0.185,0.030
1138,317,71,12,0.792,0.177,0.030
1139,341,47,12,0.853,0.117,0.030
1140,388,0,12,0.970,0.000,0.030
1141,388,0,12,0.970,0.000,0.030
1142,333,55,12,0.833,0.138,0.030
1143,325,63,12,0.812,0.158,0.030
1144,303,85,12,0.757,0.212,0.030
1145,336,52,12,0.840,0.130,0.030
1146,342,46,12,0.855,0.115,0.030
1147,349,39,12,0.873,0.098,0.030
1148,366,22,12,0.915,0.055,0.030
1149,340,48,12,0.850,0.120,0.030
1150,355,33,12,0.887,0.083,0.030
1151,388,0,12,0.970,0.000,0.030
1152,388,0,12,0.970,0.000,0.030
1153,358,30,12,0.895,0.075,0.030
1154,360,28,12,0.900,0.070,0.030
1155,357,31,12,0.892,0.077,0.030
1156,355,33,12,0.887,0.083,0.030
1157,340,48,12,0.850,0.120,0.030
1158,365,23,12,0.912,0.058,0.030
1159,348,40,12,0.870,0.100,0.030
1160,344,44,12,0.860,0.110,0.030
1161,388,0,12,0.970,0.000,0.030
1162,388,0,12,0.970,0.000,0.030
1163,319,69,12,0.797,0.172,0.030
1164,355,33,12,0.887,0.083,0.030
1165,345,43,12,0.863,0.107,0.030
1166,338,50,12,0.845,0.125,0.030
1167,349,39,12,0.873,0.098,0.030
1168,311,77,12,0.777,0.193,0.030
1169,336,52,12,0.840,0.130,0.030
1170,353,35,12,0.882,0.087,0.030
1171,322,66,12,0.805,0.165,0.030
1172,333,55,12,0.833,0.138,0.030
1173,388,0,12,0.970,0.000,0.030
1174,323,65,12,0.807,0.163,0.030
1175,337,51,12,0.843,0.128,0.030
1176,388,0,12,0.970,0.000,0.030
1177,284,104,12,0.710,0.260,0.030
1178,311,77,12,0.777,0.193,0.030
1179,303,85,12,0.757,0.212,0.030
1180,318,70,12,0.795,0.175,0.030
1181,309,79,12,0.772,0.198,0.030
1182,339,49,12,0.848,0.122,0.030
1183,346,42,12,0.865,0.105,0.030
1184,293,95,12,0.733,0.237,0.030
1185,388,0,12,0.970,0.000,0.030
1186,388,0,12,0.970,0.000,0.030
1187,307,81,12,0.767,0.203,0.030
1188,319,69,12,0.797,0.172,0.030
1189,341,47,12,0.853,0.117,0.030
1190,305,83,12,0.762,0.207,0.030
1191,315,73,12,0.787,0.182,0.030
1192,325,63,12,0.812,0.158,0.030
1193,388,0,12,0.970,0.000,0.030
1194,308,80,12,0.770,0.200,0.030
1195,358,30,12,0.895,0.075,0.030
1196,308,80,12,0.770,0.200,0.030
1197,311,77,12,0.777,0.193,0.030
1198,371,17,12,0.927,0.043,0.030
1199,362,26,12,0.905,0.065,0.030
1200,368,20,12,0.920,0.050,0.030
1201,290,98,12,0.725,0.245,0.030
1202,347,41,12,0.868,0.102,0.030
1203,345,43,12,0.863,0.107,0.030
1204,322,66,12,0.805,0.165,0.030
1205,388,0,12,0.970,0.000,0.030
1206,354,34,12,0.885,0.085,0.030
1207,388,0,12,0.970,0.000,0.030
1208,324,64,12,0.810,0.160,0.030
1209,388,0,12,0.970,0.000,0.030
1210,352,36,12,0.880,0.090,0.030
1211,350,38,12,0.875,0.095,0.030
1212,324,64,12,0.810,0.160,0.030
1213,348,40,12,0.870,0.100,0.030
1214,388,0,12,0.970,0.000,0.030
1215,307,81,12,0.767,0.203,0.030
1216,388,0,12,0.970,0.000,0.030
1217,371,17,12,0.927,0.043,0.030
1218,299,89,12,0.748,0.223,0.030
1219,360,28,12,0.900,0.070,0.030
1220,365,23,12,0.912,0.058,0.030
1221,388,0,12,0.970,0.000,0.030
1222,315,73,12,0.787,0.182,0.030
1223,295,93,12,0.738,0.233,0.030
1224,354,34,12,0.885,0.085,0.030
1225,330,58,12,0.825,0.145,0.030
1226,358,30,12,0.895,0.075,0.030
1227,331,57,12,0.828,0.142,0.030
1228,321,67,12,0.802,0.168,0.030
1229,342,46,12,0.855,0.115,0.030
1230,388,0,12,0.970,0.000,0.030
1231,359,29,12,0.897,0.072,0.030
1232,353,35,12,0.882,0.087,0.030
1233,346,42,12,0.865,0.105,0.030
1234,368,20,12,0.920,0.050,0.030
1235,357,31,12,0.892,0.077,0.030
1236,290,98,12,0.725,0.245,0.030
1237,320,68,12,0.800,0.170,0.030
1238,361,27,12,0.902,0.068,0.030
1239,353,35,12,0.882,0.087,0.030
1240,388,0,12,0.970,0.000,0.030
1241,357,31,12,0.892,0.077,0.030
1242,388,0,12,0.970,0.000,0.030
1243,347,41,12,0.868,0.102,0.030
1244,347,41,12,0.868,0.102,0.030
1245,353,35,12,0.882,0.087,0.030
1246,307,81,12,0.767,0.203,0.030
1247,339,49,12,0.848,0.122,0.030
1248,311,77,12,0.777,0.193,0.030
1249,266,122,12,0.665,0.305,0.030
1250,336,52,12,0.840,0.130,0.030
1251,317,71,12,0.792,0.177,0.030
1252,360,28,12,0.900,0.070,0.030
1253,337,51,12,0.843,0.128,0.030
1254,348,40,12,0.870,0.100,0.030
1255,355,33,12,0.887,0.083,0.030
1256,343,45,12,0.858,0.113,0.030
1257,330,58,12,0.825,0.145,0.030
1258,336,52,12,0.840,0.130,0.030
1259,371,17,12,0.927,0.043,0.030
1260,356,32,12,0.890,0.080,0.030
1261,376,12,12,0.940,0.030,0.030
1262,335,53,12,0.838,0.133,0.030
1263,388,0,12,0.970,0.000,0.030
1264,371,17,12,0.927,0.043,0.030
1265,369,19,12,0.922,0.048,0.030
1266,303,85,12,0.757,0.212,0.030
1267,319,69,12,0.797,0.172,0.030
1268,344,44,12,0.860,0.110,0.030
1269,318,70,12,0.795,0.175,0.030
1270,388,0,12,0.970,0.000,0.030
1271,358,30,12,0.895,0.075,0.030
1272,388,0,12,0.970,0.000,0.030
1273,321,67,12,0.802,0.168,0.030
1274,330,58,12,0.825,0.145,0.030
1275,314,74,12,0.785,0.185,0.030
1276,312,76,12,0.780,0.190,0.030
1277,328,60,12,0.820,0.150,0.030
1278,329,59,12,0.823,0.147,0.030
1279,383,5,12,0.958,0.013,0.030
1280,378,10,12,0.945,0.025,0.030
1281,316,72,12,0.790,0.180,0.030
1282,344,44,12,0.860,0.110,0.030
1283,319,69,12,0.797,0.172,0.030
1284,269,119,12,0.672,0.297,0.030
1285,388,0,12,0.970,0.000,0.030
1286,367,21,12,0.917,0.052,0.030
1287,350,38,12,0.875,0.095,0.030
1288,349,39,12,0.873,0.098,0.030
1289,352,36,12,0.880,0.090,0.030
1290,336,52,12,0.840,0.130,0.030
1291,356,32,12,0.890,0.080,0.030
1292,388,0,12,0.970,0.000,0.030
1293,388,0,12,0.970,0.000,0.030
1294,388,0,12,0.970,0.000,0.030
1295,361,27,12,0.902,0.068,0.030
1296,388,0,12,0.970,0.000,0.030
1297,302,86,12,0.755,0.215,0.030
1298,310,78,12,0.775,0.195,0.030
1299,305,83,12,0.762,0.207,0.030
1300,341,47,12,0.853,0.117,0.030
1301,388,0,12,0.970,0.000,0.030
1302,377,11,12,0.943,0.028,0.030
1303,388,0,12,0.970,0.000,0.030
1304,359,29,12,0.897,0.072,0.030
1305,339,49,12,0.848,0.122,0.030
1306,388,0,12,0.970,0.000,0.030
1307,304,84,12,0.760,0.210,0.030
1308,349,39,12,0.873,0.098,0.030
1309,381,7,12,0.953,0.018,0.030
1310,321,67,12,0.802,0.168,0.030
1311,336,52,12,0.840,0.130,0.030
1312,289,99,12,0.723,0.247,0.030
1313,356,32,12,0.890,0.080,0.030
1314,388,0,12,0.970,0.000,0.030
1315,338,50,12,0.845,0.125,0.030
1316,356,32,12,0.890,0.080,0.030
1317,354,34,12,0.885,0.085,0.030
1318,351,37,12,0.877,0.092,0.030
1319,328,60,12,0.820,0.150,0.030
1320,326,62,12,0.815,0.155,0.030
1321,337,51,12,0.843,0.128,0.030
1322,330,58,12,0.825,0.145,0.030
1323,325,63,12,0.812,0.158,0.030
1324,352,36,12,0.880,0.090,0.030
1325,353,35,12,0.882,0.087,0.030
1326,341,47,12,0.853,0.117,0.030
1327,343,45,12,0.858,0.113,0.030
1328,355,33,12,0.887,0.083,0.030
1329,317,71,12,0.792,0.177,0.030
1330,388,0,12,0.970,0.000,0.030
1331,282,106,12,0.705,0.265,0.030
1332,326,62,12,0.815,0.155,0.030
1333,348,40,12,0.870,0.100,0.030
1334,359,29,12,0.897,0.072,0.030
1335,310,78,12,0.775,0.195,0.030
1336,359,29,12,0.897,0.072,0.030
1337,343,45,12,0.858,0.113,0.030
1338,328,60,12,0.820,0.150,0.030
1339,370,18,12,0.925,0.045,0.030
1340,356,32,12,0.890,0.080,0.030
1341,300,88,12,0.750,0.220,0.030
1342,331,57,12,0.828,0.142,0.030
1343,328,60,12,0.820,0.150,0.030
1344,286,102,12,0.715,0.255,0.030
1345,388,0,12,0.970,0.000,0.030
1346,318,70,12,0.795,0.175,0.030
1347,353,35,12,0.882,0.087,0.030
1348,356,32,12,0.890,0.080,0.030
1349,378,10,12,0.945,0.025,0.030
1350,358,30,12,0.895,0.075,0.030
1351,388,0,12,0.970,0.000,0.030
1352,388,0,12,0.970,0.000,0.030
1353,354,34,12,0.885,0.085,0.030
1354,356,32,12,0.890,0.080,0.030
1355,388,0,12,0.970,0.000,0.030
1356,292,96,12,0.730,0.240,0.030
1357,388,0,12,0.970,0.000,0.030
1358,361,27,12,0.902,0.068,0.030
1359,388,0,12,0.970,0.000,0.030
1360,376,12,12,0.940,0.030,0.030
1361,388,0,12,0.970,0.000,0.030
1362,362,26,12,0.905,0.065,0.030
1363,347,41,12,0.868,0.102,0.030
1364,350,38,12,0.875,0.095,0.030
1365,301,87,12,0.752,0.217,0.030
1366,317,71,12,0.792,0.177,0.030
1367,315,73,12,0.787,0.182,0.030
1368,346,42,12,0.865,0.105,0.030
1369,349,39,12,0.873,0.098,0.030
1370,319,69,12,0.797,0.172,0.030
1371,339,49,12,0.848,0.122,0.030
1372,342,46,12,0.855,0.115,0.030
1373,323,65,12,0.807,0.163,0.030
1374,353,35,12,0.882,0.087,0.030
1375,298,90,12,0.745,0.225,0.030
